[5/12/2022 10:38:43 AM | 966 ms] : ( d1_11.98729_False_350 )
[5/12/2022 10:38:43 AM | 982 ms] : ( d2_32.48214_False_350 )
[5/12/2022 10:38:43 AM | 997 ms] : ( d3_19.28807_False_350 )
[5/12/2022 10:38:44 AM |  13 ms] : ( d4_47.16419_False_350 )
[5/12/2022 10:38:44 AM |  28 ms] : ( d5_110.5598_False_350 )
[5/12/2022 10:38:44 AM |  44 ms] : ( d6_1205.802_False_350 )
[5/12/2022 10:38:44 AM | 792 ms] : ( d6_1115.295_False_350 )
[5/12/2022 2:49:10 PM | 892 ms] : ( d1_10.443_False_340 )
[5/12/2022 2:49:10 PM | 908 ms] : ( d2_32.59705_False_340 )
[5/12/2022 2:49:10 PM | 924 ms] : ( d3_19.32638_False_340 )
[5/12/2022 2:49:10 PM | 940 ms] : ( d4_52.01655_False_340 )
[5/12/2022 2:49:10 PM | 956 ms] : ( d5_112.092_False_340 )
[5/12/2022 2:49:10 PM | 972 ms] : ( d6_1448.42_False_340 )
[5/12/2022 2:49:11 PM |  83 ms] : ( d1_11.09087_False_340 )
[5/12/2022 2:49:11 PM |  99 ms] : ( d2_28.00006_False_340 )
[5/12/2022 2:49:11 PM | 115 ms] : ( d3_17.79404_False_340 )
[5/12/2022 2:49:11 PM | 130 ms] : ( d4_54.17614_False_340 )
[5/12/2022 2:49:11 PM | 146 ms] : ( d5_250.7987_False_340 )
[5/12/2022 2:49:11 PM | 162 ms] : ( d6_1056.399_False_340 )
[5/12/2022 2:49:11 PM | 273 ms] : ( d1_10.17147_False_340 )
[5/12/2022 2:49:11 PM | 289 ms] : ( d2_31.23944_False_340 )
[5/12/2022 2:49:11 PM | 304 ms] : ( d3_18.87384_False_340 )
[5/12/2022 2:49:11 PM | 320 ms] : ( d4_51.11148_False_340 )
[5/12/2022 2:49:11 PM | 335 ms] : ( d5_293.9905_False_340 )
[5/12/2022 2:49:11 PM | 350 ms] : ( d6_1403.166_False_340 )
[5/12/2022 2:49:11 PM | 461 ms] : ( d1_10.81935_False_340 )
[5/12/2022 2:49:11 PM | 477 ms] : ( d2_26.64245_False_340 )
[5/12/2022 2:49:11 PM | 493 ms] : ( d3_17.34151_False_340 )
[5/12/2022 2:49:11 PM | 509 ms] : ( d4_53.27107_False_340 )
[5/12/2022 2:49:11 PM | 525 ms] : ( d5_104.4583_False_340 )
[5/12/2022 2:49:11 PM | 541 ms] : ( d6_1190.548_False_340 )
[5/12/2022 2:49:12 PM |  96 ms] : ( d5_225.0636_False_340 )
[5/12/2022 2:49:12 PM | 111 ms] : ( d6_1492.062_False_340 )
[5/12/2022 2:49:12 PM | 221 ms] : ( d1_12.78545_False_340 )
[5/12/2022 2:49:12 PM | 237 ms] : ( d2_29.30931_False_340 )
[5/12/2022 2:49:12 PM | 253 ms] : ( d3_18.23046_False_340 )
[5/12/2022 2:49:12 PM | 269 ms] : ( d4_49.82472_False_340 )
[5/12/2022 2:49:12 PM | 285 ms] : ( d5_268.2554_False_340 )
[5/12/2022 2:49:12 PM | 301 ms] : ( d6_1100.041_False_340 )
[5/12/2022 2:49:14 PM | 945 ms] : ( d5_180.5823_False_340 )
[5/12/2022 2:49:14 PM | 960 ms] : ( d6_1380.858_False_340 )
